activation,dominance,valence,gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
3.5,4.5,1.5,F,6,3.25,3.333,6.333,4.083
2,3,2.5,M,3.333,5.5,5.75,2.083,4.417
4.5,5,1.5,F,6,3.25,3.333,6.333,4.083
2,3,2,M,3.333,5.5,5.75,2.083,4.417
2.5,4,2.5,M,3.333,5.5,5.75,2.083,4.417
4.5,5,1,F,6,3.25,3.333,6.333,4.083
3,4,2,M,3.333,5.5,5.75,2.083,4.417
4,4.5,1.5,M,3.333,5.5,5.75,2.083,4.417
3.5,4,2.5,M,3.333,5.5,5.75,2.083,4.417
3,2.5,2,F,6,3.25,3.333,6.333,4.083
4,4.5,1.5,M,3.333,5.5,5.75,2.083,4.417
1.6667,2.3333,4,F,4.667,5.833,5.5,2.833,4.667
1.6667,2,4,M,3.5,5.833,4.667,3.667,4.167
2,2.3333,4.3333,F,4.667,5.833,5.5,2.833,4.667
2,2.3333,3.3333,F,4.667,5.833,5.5,2.833,4.667
2,2.3333,3,M,3.5,5.833,4.667,3.667,4.167
1.3333,2.3333,3,F,4.667,5.833,5.5,2.833,4.667
1.6667,2,2.6667,M,3.5,5.833,4.667,3.667,4.167
2.6667,2.6667,3.3333,F,4.667,5.833,5.5,2.833,4.667
2.6667,1.6667,4,M,3.5,5.833,4.667,3.667,4.167
2,1.6667,3.3333,F,4.667,5.833,5.5,2.833,4.667
3,2.6667,3,M,3.5,5.833,4.667,3.667,4.167
2.3333,2.3333,3,F,4.667,5.833,5.5,2.833,4.667
2.6667,2.3333,4,M,3.5,5.833,4.667,3.667,4.167
1.3333,2.3333,2.6667,F,4.667,5.833,5.5,2.833,4.667
1.6667,1.6667,3.3333,M,3.5,5.833,4.667,3.667,4.167
2.6667,3,3.6667,F,4.667,5.833,5.5,2.833,4.667
3,2,3,M,3.5,5.833,4.667,3.667,4.167
3,2,4,F,4.667,5.833,5.5,2.833,4.667
3.6667,2.3333,4.6667,F,4.667,5.833,5.5,2.833,4.667
3.6667,2.6667,4.6667,M,3.5,5.833,4.667,3.667,4.167
4,2.6667,4.6667,F,4.667,5.833,5.5,2.833,4.667
4,2.3333,4.6667,M,3.5,5.833,4.667,3.667,4.167
4.3333,2.3333,5,F,4.667,5.833,5.5,2.833,4.667
4,2.6667,4.3333,M,3.5,5.833,4.667,3.667,4.167
3.3333,2.3333,4.3333,F,4.667,5.833,5.5,2.833,4.667
3.3333,3,3,M,3.5,5.833,4.667,3.667,4.167
2.6667,3,3,F,4.667,5.833,5.5,2.833,4.667
2.6667,3,2.6667,M,3.5,5.833,4.667,3.667,4.167
2,2.3333,3,F,4.667,5.833,5.5,2.833,4.667
2.3333,2,2,M,3.5,5.833,4.667,3.667,4.167
1.6667,1.6667,2.6667,F,4.667,5.833,5.5,2.833,4.667
3.3333,2.3333,4.3333,M,3.5,5.833,4.667,3.667,4.167
3,2.6667,4.3333,F,4.667,5.833,5.5,2.833,4.667
4,3.3333,4,M,3.5,5.833,4.667,3.667,4.167
4.3333,4.3333,4.3333,F,4.667,5.833,5.5,2.833,4.667
3.3333,2.3333,4,M,3.5,5.833,4.667,3.667,4.167
3,3.3333,4,M,3.5,5.833,4.667,3.667,4.167
4.3333,3.6667,5,M,3.5,5.833,4.667,3.667,4.167
4,3.3333,4.3333,F,4.667,5.833,5.5,2.833,4.667
3.6667,3.6667,4.3333,F,4.667,5.833,5.5,2.833,4.667
3.3333,3.6667,4.3333,M,3.5,5.833,4.667,3.667,4.167
2.3333,3,4,F,4.667,5.833,5.5,2.833,4.667
3.6667,2.3333,4,M,3.5,5.833,4.667,3.667,4.167
1.6667,3,3.3333,F,4.667,5.833,5.5,2.833,4.667
2.3333,2.3333,2,F,4.667,5.833,5.5,2.833,4.667
2.6667,2.6667,2.6667,M,3.5,5.833,4.667,3.667,4.167
2.3333,3,2,F,4.667,5.833,5.5,2.833,4.667
2,2,3,M,3.5,5.833,4.667,3.667,4.167
1.6667,2.6667,2.3333,F,4.667,5.833,5.5,2.833,4.667
3,2.3333,2.3333,M,3.5,5.833,4.667,3.667,4.167
1.6667,2.6667,2.6667,F,4.667,5.833,5.5,2.833,4.667
3,2.3333,2.3333,M,3.5,5.833,4.667,3.667,4.167
2.3333,2.3333,2.3333,F,4.667,5.833,5.5,2.833,4.667
3,2.3333,2.6667,M,3.5,5.833,4.667,3.667,4.167
2.3333,1.6667,2.6667,F,4.667,5.833,5.5,2.833,4.667
1.6667,2.3333,2,M,3.5,5.833,4.667,3.667,4.167
2,2,2.3333,F,4.667,5.833,5.5,2.833,4.667
1.6667,2.6667,2.3333,M,3.5,5.833,4.667,3.667,4.167
2.3333,1.3333,1.6667,F,4.667,5.833,5.5,2.833,4.667
3.3333,3.6667,1.6667,M,3.5,5.833,4.667,3.667,4.167
2.3333,2.6667,2.3333,M,3.5,5.833,4.667,3.667,4.167
2.3333,3.6667,2,M,3.5,5.833,4.667,3.667,4.167
2.6667,3.6667,2,M,3.5,5.833,4.667,3.667,4.167
1,1.3333,2,F,4.667,5.833,5.5,2.833,4.667
3,3.3333,2,M,3.5,5.833,4.667,3.667,4.167
3.3333,3.3333,1.6667,M,3.5,5.833,4.667,3.667,4.167
3,3.3333,1.6667,M,3.5,5.833,4.667,3.667,4.167
3.6667,3.6667,2.3333,M,3.5,5.833,4.667,3.667,4.167
2.6667,2.3333,2,M,3.5,5.833,4.667,3.667,4.167
1.3333,1.6667,2.3333,F,4.667,5.833,5.5,2.833,4.667
2.3333,2.3333,2.3333,M,3.5,5.833,4.667,3.667,4.167
2.3333,3.6667,2,F,4.667,5.833,5.5,2.833,4.667
2.6667,4,2.6667,F,4.667,5.833,5.5,2.833,4.667
3,3,4,M,3.5,5.833,4.667,3.667,4.167
2,2.3333,4,F,4.667,5.833,5.5,2.833,4.667
3.5,2.5,4.5,M,5.5,4.833,4.333,3.667,4.75
3,2.5,4,M,5.5,4.833,4.333,3.667,4.75
2,2,2.5,F,3.833,2.25,4.5,5,3.25
4.5,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
2.5,1.5,2.5,M,5.5,4.833,4.333,3.667,4.75
2,2.5,2.5,F,3.833,2.25,4.5,5,3.25
3,2.5,4.5,M,5.5,4.833,4.333,3.667,4.75
4,2.5,3,M,5.5,4.833,4.333,3.667,4.75
2,2.5,2,F,3.833,2.25,4.5,5,3.25
2.5,2.5,2,M,5.5,4.833,4.333,3.667,4.75
3,3,2.5,F,3.833,2.25,4.5,5,3.25
2.5,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3,3,2,F,3.833,2.25,4.5,5,3.25
2,2,3,M,5.5,4.833,4.333,3.667,4.75
3.5,3,2,F,3.833,2.25,4.5,5,3.25
2,2,2.5,M,5.5,4.833,4.333,3.667,4.75
3.5,3,2,F,3.833,2.25,4.5,5,3.25
3.5,1.5,3,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,2,F,3.833,2.25,4.5,5,3.25
2,2,2.5,M,5.5,4.833,4.333,3.667,4.75
3,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
3,2,3,M,5.5,4.833,4.333,3.667,4.75
1.5,3,2.5,F,3.833,2.25,4.5,5,3.25
3,2,3.5,M,5.5,4.833,4.333,3.667,4.75
3,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
4,2.5,4,M,5.5,4.833,4.333,3.667,4.75
2.5,2,4,F,3.833,2.25,4.5,5,3.25
2.5,2,4,M,5.5,4.833,4.333,3.667,4.75
2,2.5,2,F,3.833,2.25,4.5,5,3.25
3,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
2,2.5,2,F,3.833,2.25,4.5,5,3.25
3.5,2,3,M,5.5,4.833,4.333,3.667,4.75
3,2.5,2.5,F,3.833,2.25,4.5,5,3.25
3,2.5,4,M,5.5,4.833,4.333,3.667,4.75
3.5,3,2.5,F,3.833,2.25,4.5,5,3.25
2,2.5,3,M,5.5,4.833,4.333,3.667,4.75
2.5,2.5,2.5,F,3.833,2.25,4.5,5,3.25
3,3,3,M,5.5,4.833,4.333,3.667,4.75
1.5,2.5,2.5,F,3.833,2.25,4.5,5,3.25
2,1.5,2.5,M,5.5,4.833,4.333,3.667,4.75
1.5,2,2,F,3.833,2.25,4.5,5,3.25
3,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3.5,3.5,2,F,3.833,2.25,4.5,5,3.25
3,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3,3,3.5,M,5.5,4.833,4.333,3.667,4.75
2,3,2.5,F,3.833,2.25,4.5,5,3.25
3,2.5,3,M,5.5,4.833,4.333,3.667,4.75
2,3,2,F,3.833,2.25,4.5,5,3.25
3,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
3,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
1.5,2,2.5,F,3.833,2.25,4.5,5,3.25
3.5,2,3,M,5.5,4.833,4.333,3.667,4.75
2,3,2.5,F,3.833,2.25,4.5,5,3.25
3,2,3.5,M,5.5,4.833,4.333,3.667,4.75
2.5,2,3,M,5.5,4.833,4.333,3.667,4.75
3,3,2.5,F,3.833,2.25,4.5,5,3.25
2.5,3,3.5,M,5.5,4.833,4.333,3.667,4.75
2.5,3.5,2.5,F,3.833,2.25,4.5,5,3.25
2.5,3,3,M,5.5,4.833,4.333,3.667,4.75
4,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,4,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,3.5,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,3,M,5.5,4.833,4.333,3.667,4.75
3,2.5,4,M,5.5,4.833,4.333,3.667,4.75
1.5,2.5,2.5,F,3.833,2.25,4.5,5,3.25
3,2,4,M,5.5,4.833,4.333,3.667,4.75
1.5,2,2.5,F,3.833,2.25,4.5,5,3.25
2,1.5,4,M,5.5,4.833,4.333,3.667,4.75
3.5,2.5,4.5,M,4.5,5.333,5.417,2.333,4.583
1.5,2.5,3,F,5.167,2.833,4.25,5.333,3.75
2.5,2,4.5,M,4.5,5.333,5.417,2.333,4.583
2,3,2.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2,3.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
2.5,3,3.5,M,4.5,5.333,5.417,2.333,4.583
3.5,3.5,2.5,F,5.167,2.833,4.25,5.333,3.75
3.5,3,2.5,M,4.5,5.333,5.417,2.333,4.583
3.5,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2,3,M,4.5,5.333,5.417,2.333,4.583
2.5,3,2.5,F,5.167,2.833,4.25,5.333,3.75
2,1.5,3,M,4.5,5.333,5.417,2.333,4.583
4.5,4,1.5,F,5.167,2.833,4.25,5.333,3.75
3,1.5,3,M,4.5,5.333,5.417,2.333,4.583
3.5,3,1.5,F,5.167,2.833,4.25,5.333,3.75
3.5,3,2.5,M,4.5,5.333,5.417,2.333,4.583
3,3.5,1.5,F,5.167,2.833,4.25,5.333,3.75
3.5,3,2.5,M,4.5,5.333,5.417,2.333,4.583
4,4,2,F,5.167,2.833,4.25,5.333,3.75
2.5,3,2.5,M,4.5,5.333,5.417,2.333,4.583
3.5,3.5,2,F,5.167,2.833,4.25,5.333,3.75
3,2.5,3,M,4.5,5.333,5.417,2.333,4.583
4,3,2,F,5.167,2.833,4.25,5.333,3.75
4,3.5,1.5,F,5.167,2.833,4.25,5.333,3.75
3,3,2.5,M,4.5,5.333,5.417,2.333,4.583
1.5,2.5,1.5,F,5.167,2.833,4.25,5.333,3.75
3.5,2.5,2.5,M,4.5,5.333,5.417,2.333,4.583
3,2.5,2,F,5.167,2.833,4.25,5.333,3.75
2.5,2.5,1.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2,2.5,M,4.5,5.333,5.417,2.333,4.583
4.5,4,1.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2,2.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2.5,2.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2.5,2.5,M,4.5,5.333,5.417,2.333,4.583
2,2,2.5,F,5.167,2.833,4.25,5.333,3.75
2,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2.5,3,F,5.167,2.833,4.25,5.333,3.75
2.5,3,3,M,4.5,5.333,5.417,2.333,4.583
2.5,2,3.5,F,5.167,2.833,4.25,5.333,3.75
3,2.5,3,M,4.5,5.333,5.417,2.333,4.583
2.5,2,3.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2,2.5,M,4.5,5.333,5.417,2.333,4.583
1.5,2.5,2,F,5.167,2.833,4.25,5.333,3.75
2.5,1.5,3,M,4.5,5.333,5.417,2.333,4.583
2.5,1.5,3.5,M,4.5,5.333,5.417,2.333,4.583
1.5,2.5,2,F,5.167,2.833,4.25,5.333,3.75
2.5,2,3.5,M,4.5,5.333,5.417,2.333,4.583
2,2,4,F,5.167,2.833,4.25,5.333,3.75
2.5,2,4,M,4.5,5.333,5.417,2.333,4.583
2,2.5,4,F,5.167,2.833,4.25,5.333,3.75
3,2,2.5,M,4.5,5.333,5.417,2.333,4.583
2.5,1.5,3.5,M,4.5,5.333,5.417,2.333,4.583
1.5,3,4,F,5.167,2.833,4.25,5.333,3.75
2.5,1.5,2.5,M,4.5,5.333,5.417,2.333,4.583
3,2.5,2.5,M,4.5,5.333,5.417,2.333,4.583
2,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
3,3,2.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
3.5,4,2.5,M,4.5,5.333,5.417,2.333,4.583
3,2.5,2,F,5.167,2.833,4.25,5.333,3.75
3.5,4,1.5,M,4.5,5.333,5.417,2.333,4.583
4,4,1.5,M,4.5,5.333,5.417,2.333,4.583
3,3,2,F,5.167,2.833,4.25,5.333,3.75
1.5,2.5,2.5,M,4.5,5.333,5.417,2.333,4.583
3,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
1.5,2,2,M,4.5,5.333,5.417,2.333,4.583
3,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
1.5,2,2,M,4.5,5.333,5.417,2.333,4.583
2.5,2,2.5,F,5.167,2.833,4.25,5.333,3.75
3.5,2,1.5,M,4.5,5.333,5.417,2.333,4.583
2,2,2.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2,2,F,5.167,2.833,4.25,5.333,3.75
2,1,2,M,4.5,5.333,5.417,2.333,4.583
2.5,1.5,2.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2.5,2,M,4.5,5.333,5.417,2.333,4.583
3.5,3,2,F,5.167,2.833,4.25,5.333,3.75
1.5,1.5,3,M,4.5,5.333,5.417,2.333,4.583
3.5,2.5,2.5,F,5.167,2.833,4.25,5.333,3.75
3.5,2.5,2,F,5.167,2.833,4.25,5.333,3.75
1.5,2,2,F,5.167,2.833,4.25,5.333,3.75
2.5,2.5,3,M,4.5,5.333,5.417,2.333,4.583
1.5,2.5,3,F,5.167,2.833,4.25,5.333,3.75
2.5,2.5,3.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2.5,4,M,4.5,5.333,5.417,2.333,4.583
2,2,4,F,5.167,2.833,4.25,5.333,3.75
2,2.5,4,M,4.5,5.333,5.417,2.333,4.583
2.5,2.5,4,M,4.5,5.333,5.417,2.333,4.583
3,2.5,4,F,5.167,2.833,4.25,5.333,3.75
2.5,2,2.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2,4,F,5.167,2.833,4.25,5.333,3.75
2.5,1.5,4,M,4.5,5.333,5.417,2.333,4.583
2.5,2,3,M,4.5,5.333,5.417,2.333,4.583
1.5,1.5,3.5,F,5.167,2.833,4.25,5.333,3.75
1.5,2,3,F,5.167,2.833,4.25,5.333,3.75
3,2.5,3.5,M,4.5,5.333,5.417,2.333,4.583
2.5,2,3.5,F,5.167,2.833,4.25,5.333,3.75
2.5,2.5,3.5,M,4.5,5.333,5.417,2.333,4.583
4,1,2.5,M,5.667,5,4.25,3.333,5.833
3.5,1,2,F,5.667,5,4.417,3.667,4.583
3.5,1,2.5,M,5.667,5,4.25,3.333,5.833
3.5,2,2.5,F,5.667,5,4.417,3.667,4.583
3,1,2.5,M,5.667,5,4.25,3.333,5.833
3.5,1,2.5,F,5.667,5,4.417,3.667,4.583
3.5,1.5,2.5,M,5.667,5,4.25,3.333,5.833
3.5,1.5,2.5,M,5.667,5,4.25,3.333,5.833
2,2.5,4,F,5.667,5,4.417,3.667,4.583
3,2,4,M,5.667,5,4.25,3.333,5.833
2.5,2.5,4,F,5.667,5,4.417,3.667,4.583
3,1.5,3,M,5.667,5,4.25,3.333,5.833
3.5,2.5,4.5,M,5.667,5,4.25,3.333,5.833
4,2.5,4,F,5.667,5,4.417,3.667,4.583
3,2,4,M,5.667,5,4.25,3.333,5.833
3,2.5,4,F,5.667,5,4.417,3.667,4.583
2.5,2.5,4,M,5.667,5,4.25,3.333,5.833
3,2.5,4,F,5.667,5,4.417,3.667,4.583
3.5,2.5,4,M,5.667,5,4.25,3.333,5.833
2,2,2.5,F,5.667,5,4.417,3.667,4.583
2.5,2,3,M,5.667,5,4.25,3.333,5.833
3,2.5,2.5,F,5.667,5,4.417,3.667,4.583
2.5,2.5,3.5,M,5.667,5,4.25,3.333,5.833
3.5,2.5,3.5,F,5.667,5,4.417,3.667,4.583
3.5,2.5,4,M,5.667,5,4.25,3.333,5.833
3.5,2.5,4,F,5.667,5,4.417,3.667,4.583
3,3,4,M,5.667,5,4.25,3.333,5.833
2,2,3.5,F,5.667,5,4.417,3.667,4.583
3.5,2.5,3.5,M,5.667,5,4.25,3.333,5.833
3,2.5,3.5,M,5.667,5,4.25,3.333,5.833
2.5,2.5,4,F,5.667,5,4.417,3.667,4.583
2.5,2,4,M,5.667,5,4.25,3.333,5.833
2,2.5,4,F,5.667,5,4.417,3.667,4.583
3,2,4,M,5.667,5,4.25,3.333,5.833
2,2,4,F,5.667,5,4.417,3.667,4.583
3,2.5,3.5,M,5.667,5,4.25,3.333,5.833
2,2.5,4,F,5.667,5,4.417,3.667,4.583
2.5,2.5,3.5,M,5.667,5,4.25,3.333,5.833
3,2,3,F,5.667,5,4.417,3.667,4.583
3,2.5,4,M,5.667,5,4.25,3.333,5.833
3.5,2,2.5,F,5.667,5,4.417,3.667,4.583
3,2.5,3.5,M,5.667,5,4.25,3.333,5.833
2.5,2.5,4,F,5.667,5,4.417,3.667,4.583
2,2.5,3.5,M,5.667,5,4.25,3.333,5.833
3.5,3,4.5,M,5.667,5,4.25,3.333,5.833
4,2.5,4,F,5.667,5,4.417,3.667,4.583
3,2.5,4,M,5.667,5,4.25,3.333,5.833
3,3,4,F,5.667,5,4.417,3.667,4.583
3.5,2.5,4,M,5.667,5,4.25,3.333,5.833
3.5,3,4,F,5.667,5,4.417,3.667,4.583
3.5,2,4,M,5.667,5,4.25,3.333,5.833
2,2.5,3.5,F,5.667,5,4.417,3.667,4.583
3.5,2,3.5,M,5.667,5,4.25,3.333,5.833
4.5,2.5,5,F,5.667,5,4.417,3.667,4.583
3,2.5,3,M,5.667,5,4.25,3.333,5.833
2,2,3,M,5.667,5,4.25,3.333,5.833
3.5,2.5,4,F,5.667,5,4.417,3.667,4.583
2,2,3.5,M,5.667,5,4.25,3.333,5.833
2,2.5,3.5,F,5.667,5,4.417,3.667,4.583
2,2,4,M,5.667,5,4.25,3.333,5.833
3,2.5,3.5,M,5.667,5,4.25,3.333,5.833
3.5,2.5,3.5,F,5.667,5,4.417,3.667,4.583
3.5,2.5,4,M,5.667,5,4.25,3.333,5.833
2.5,2,3.5,F,5.667,5,4.417,3.667,4.583
3,1.5,3.5,M,5.667,5,4.25,3.333,5.833
4,2.5,4,F,5.667,5,4.417,3.667,4.583
4.5,2.5,4,M,5.667,5,4.25,3.333,5.833
2.5,2,4,M,5.667,5,4.25,3.333,5.833
3,2.5,4,F,5.667,5,4.417,3.667,4.583
2.5,2.5,3,M,5.667,5,4.25,3.333,5.833
3,2.5,3,F,5.667,5,4.417,3.667,4.583
3.5,3,3.5,M,5.083,2.917,3.667,4.917,4.583
3,4,4,F,5.917,2.417,3.083,5.667,4.75
2.5,3,2.5,M,5.083,2.917,3.667,4.917,4.583
3.5,4,3.5,F,5.917,2.417,3.083,5.667,4.75
3.5,3,2.5,M,5.083,2.917,3.667,4.917,4.583
3.5,4,4,F,5.917,2.417,3.083,5.667,4.75
3,3.5,2,M,5.083,2.917,3.667,4.917,4.583
2.5,3.5,2.5,F,5.917,2.417,3.083,5.667,4.75
4,4,2,M,5.083,2.917,3.667,4.917,4.583
3.5,4.5,3.5,F,5.917,2.417,3.083,5.667,4.75
3.5,3.5,2,M,5.083,2.917,3.667,4.917,4.583
2,3.5,3.5,F,5.917,2.417,3.083,5.667,4.75
2.5,3,2,M,5.083,2.917,3.667,4.917,4.583
3,3.5,3.5,F,5.917,2.417,3.083,5.667,4.75
2.5,3,2.5,M,5.083,2.917,3.667,4.917,4.583
3,4,3.5,F,5.917,2.417,3.083,5.667,4.75
3,4,2,M,5.083,2.917,3.667,4.917,4.583
2.5,3.5,2,F,5.917,2.417,3.083,5.667,4.75
3,3.5,2.5,M,5.083,2.917,3.667,4.917,4.583
3,3.5,2.5,F,5.917,2.417,3.083,5.667,4.75
4,3,3,M,5.083,2.917,3.667,4.917,4.583
2.5,3.5,2,F,5.917,2.417,3.083,5.667,4.75
4,3,2.5,M,5.083,2.917,3.667,4.917,4.583
4,4.5,2,F,5.917,2.417,3.083,5.667,4.75
4,4,2,M,5.083,2.917,3.667,4.917,4.583
3,4,2,F,5.917,2.417,3.083,5.667,4.75
3.5,4,1.5,M,5.083,2.917,3.667,4.917,4.583
3,4,1.5,F,5.917,2.417,3.083,5.667,4.75
3.5,4,2,M,5.083,2.917,3.667,4.917,4.583
3,4.5,1.5,F,5.917,2.417,3.083,5.667,4.75
3.5,3.5,2,M,5.083,2.917,3.667,4.917,4.583
2.5,2.5,3,M,5.083,2.917,3.667,4.917,4.583
3,4,2.5,F,5.917,2.417,3.083,5.667,4.75
2,3,2.5,M,5.083,2.917,3.667,4.917,4.583
3,4.5,4,F,5.917,2.417,3.083,5.667,4.75
4,3.5,3,M,5.083,2.917,3.667,4.917,4.583
2.5,3.5,2,F,5.917,2.417,3.083,5.667,4.75
2.5,3.5,3,M,5.083,2.917,3.667,4.917,4.583
2.5,4,1.5,F,5.917,2.417,3.083,5.667,4.75
4,4.5,2,M,5.083,2.917,3.667,4.917,4.583
3,4,2,F,5.917,2.417,3.083,5.667,4.75
4.5,3.5,2,M,5.083,2.917,3.667,4.917,4.583
2.5,4.5,1.5,F,5.917,2.417,3.083,5.667,4.75
4.5,4.5,2,M,5.083,2.917,3.667,4.917,4.583
4.5,5,1,F,5.917,2.417,3.083,5.667,4.75
4.5,4.5,1.5,M,5.083,2.917,3.667,4.917,4.583
4,5,2.5,F,5.917,2.417,3.083,5.667,4.75
4.5,4.5,1,M,5.083,2.917,3.667,4.917,4.583
3,4.5,2.5,F,5.917,2.417,3.083,5.667,4.75
2.5,4,2,F,5.917,2.417,3.083,5.667,4.75
4,4.5,2,M,5.083,2.917,3.667,4.917,4.583
2.5,4,1.5,F,5.917,2.417,3.083,5.667,4.75
4.5,4.5,2,M,5.083,2.917,3.667,4.917,4.583
2.5,3.5,3.5,F,5.917,2.417,3.083,5.667,4.75
4.5,4.5,3,M,5.083,2.917,3.667,4.917,4.583
2.5,3.5,2,F,5.917,2.417,3.083,5.667,4.75
3.5,4.5,1.5,F,5.917,2.417,3.083,5.667,4.75
3.5,4,2.5,F,5.917,2.417,3.083,5.667,4.75
3.5,4.5,4.5,M,5.083,2.917,3.667,4.917,4.583
3,3.5,2.5,M,5.083,2.917,3.667,4.917,4.583
2.5,2,3,F,5.917,2.417,3.083,5.667,4.75
3,3.5,2.5,F,5.917,2.417,3.083,5.667,4.75
3,3,2.5,M,5.083,2.917,3.667,4.917,4.583
3,3.5,3.5,F,5.917,2.417,3.083,5.667,4.75
2.5,3.5,2.5,M,5.083,2.917,3.667,4.917,4.583
2,3.5,3,F,5.917,2.417,3.083,5.667,4.75
2.5,3.5,3,M,5.083,2.917,3.667,4.917,4.583
2,4,2.5,F,5.917,2.417,3.083,5.667,4.75
3.5,3.5,2,M,5.083,2.917,3.667,4.917,4.583
3.5,3.5,2,F,5.917,2.417,3.083,5.667,4.75
3,4.5,1.5,M,5.083,2.917,3.667,4.917,4.583
4,5,1,F,5.917,2.417,3.083,5.667,4.75
3.5,4,2,M,5.083,2.917,3.667,4.917,4.583
3.5,3.5,4,M,5.083,2.917,3.667,4.917,4.583
4.5,5,1,F,5.917,2.417,3.083,5.667,4.75
4,5,1.5,M,5.083,2.917,3.667,4.917,4.583
2,4.5,1.5,F,5.917,2.417,3.083,5.667,4.75
2.5,3.5,2,M,5.083,2.917,3.667,4.917,4.583
3.5,3.5,4,F,5.917,2.417,3.083,5.667,4.75
3,3.5,2,M,5.083,2.917,3.667,4.917,4.583
5,5,1,F,5.917,2.417,3.083,5.667,4.75
4.5,5,1,M,5.083,2.917,3.667,4.917,4.583
3.5,4.5,1.5,F,5.167,1.583,4.25,6.25,2.917
3.5,2.5,3,M,3.833,3.167,3.667,4.917,3.833
3.5,3.5,2.5,F,5.167,1.583,4.25,6.25,2.917
3.5,3,2.5,M,3.833,3.167,3.667,4.917,3.833
3,3.5,3,F,5.167,1.583,4.25,6.25,2.917
3,3.5,2.5,M,3.833,3.167,3.667,4.917,3.833
3,2.5,2.5,M,3.833,3.167,3.667,4.917,3.833
3,3,3,F,5.167,1.583,4.25,6.25,2.917
2.5,2,2.5,M,3.833,3.167,3.667,4.917,3.833
3.5,3.5,2.5,F,5.167,1.583,4.25,6.25,2.917
3,3.5,2.5,M,3.833,3.167,3.667,4.917,3.833
3,3.5,2.5,F,5.167,1.583,4.25,6.25,2.917
4,4.5,1.5,M,3.833,3.167,3.667,4.917,3.833
3,4,2.5,F,5.167,1.583,4.25,6.25,2.917
3.5,3.5,2,M,3.833,3.167,3.667,4.917,3.833
3.5,4,2,F,5.167,1.583,4.25,6.25,2.917
4,4.5,1.5,F,5.167,1.583,4.25,6.25,2.917
3,3,2,M,3.833,3.167,3.667,4.917,3.833
4,4.5,1.5,M,3.833,3.167,3.667,4.917,3.833
2.5,4,2.5,F,5.167,1.583,4.25,6.25,2.917
3,3,2,M,3.833,3.167,3.667,4.917,3.833
3,4,3,F,5.167,1.583,4.25,6.25,2.917
3.5,4,2,M,3.833,3.167,3.667,4.917,3.833
4,4.5,2,F,5.167,1.583,4.25,6.25,2.917
3.5,3.5,2,M,3.833,3.167,3.667,4.917,3.833
2.5,4,2.5,F,5.167,1.583,4.25,6.25,2.917
3,3.5,2.5,M,3.833,3.167,3.667,4.917,3.833
2.5,3.5,3,F,5.167,1.583,4.25,6.25,2.917
2.5,3,3.5,M,3.833,3.167,3.667,4.917,3.833
3,3,2.5,F,5.167,1.583,4.25,6.25,2.917
3.5,4,2,M,3.833,3.167,3.667,4.917,3.833
4,4.5,1.5,F,5.167,1.583,4.25,6.25,2.917
4,3,2.5,M,3.833,3.167,3.667,4.917,3.833
3.5,4,2.5,M,3.833,3.167,3.667,4.917,3.833
3,3,3,F,5.167,1.583,4.25,6.25,2.917
4.5,4.5,1.5,M,3.833,3.167,3.667,4.917,3.833
3,3.5,3,F,5.167,1.583,4.25,6.25,2.917
3.5,3.5,2,M,3.833,3.167,3.667,4.917,3.833
3,4,2.5,F,5.167,1.583,4.25,6.25,2.917
